"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"19831228073249I","28-DEC-83","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","INITIAL APPROACH-INSTRUMENT FLIGHT RULES","CESSNA","CE-402","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","3249M","0","0","CONT","TSIO520E","O520","2","AIRLINE TRANSPORT","11500","500","225","75"
"19840106009409I","06-JAN-84","NEW BEDFORD","MA","NEWBEDFORD MUNI","INCIDENT","MINOR","TO ABORTED (FIXED WING)","GULSTM","GA-690","","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","9223N","0","0","","","","2","COMMERCIAL PILOT","4700","80","80","80"
"19840112011069I","12-JAN-84","PLYMOUTH","MA","PLYMOUTH MUNI","INCIDENT","MINOR","TO ABORTED (FIXED WING)","SWEARINGEN-FAIRCHILD","SA-226","SA-226-T","","EXECUTIVE","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","808LB","0","0","ARSRCH","TPE33110U","TPE331","2","AIRLINE TRANSPORT","12000","2000","100","100"
"19840121009679I","21-JAN-84","HUBBARDSTON","MA","GARDNER MUNI","INCIDENT","","NORMAL CRUISE","PIPER","PA-28","PA-28-140","","PERSONAL","GENERAL OPERATING RULES","NONE","4109J","0","0","LYC","O320E2A","O320","1","PRIVATE PILOT","115","5","50","5"
"19840124011039I","24-JAN-84","EDGARTOWN","MA","","INCIDENT","MINOR","NORMAL CRUISE","PIPER","PA-23","PA-23-250","AIR TRANSPORT CENTER INC","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","40250","0","0","","","","2","AIRLINE TRANSPORT","11000","2000","100","30"
"19840202073569I","02-FEB-84","BEVERLY","MA","LAWRENCE MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-150","CE-150-L","","INSTRUCTION","GENERAL OPERATING RULES","NONE","6708G","0","0","CONT","O200A","O200","1","STUDENT","30","29","29","29"
"19840302020569I","02-MAR-84","BOSTON","MA","BOSTON INTL","INCIDENT","","FINAL APPROACH","CESSNA","CE-402","CE-402-C","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","VISUAL FLIGHT RULES","2748J","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19840304015839I","04-MAR-84","SOUTHBRIDGE","MA","SOUTHBRIDGE MUNI","INCIDENT","MINOR","NORMAL CRUISE","CESSNA","CE-150","CE-150-G","","INSTRUCTION","GENERAL OPERATING RULES","NONE","8357J","0","0","CONT","O200A","O200","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","850","350","60","40"
"19840315013289I","15-MAR-84","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-402","CE-402-C","GULL AIR INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","GENERAL OPERATING RULES","AIR TAXI FLIGHT FOLLOWING","6814A","0","0","","","","2","AIRLINE TRANSPORT","7000","2500","225","180"
"19840316021589I","16-MAR-84","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","ROLL-OUT (FIXED WING)","CESSNA","CE-402","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","3249M","0","0","","","","2","COMMERCIAL PILOT","7000","400","300","150"
"19840319015649I","19-MAR-84","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","TO INITIAL CLIMB (1ST POWER REDUCTION)","BEECH","BE-200","","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","280RA","0","0","","","","2","COMMERCIAL PILOT","12300","4000","110","60"
"19840319032009I","19-MAR-84","NORTHAMPTON","MA","WESTFIELD-BARNES RGNL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","MOONEY","M-20","M-20-C","","PERSONAL","GENERAL OPERATING RULES","NONE","9415V","0","0","LYC","O360A1D","O360","1","PRIVATE PILOT","130","58","20","20"
"19840325015589I","25-MAR-84","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","ROLL-OUT (FIXED WING)","CONVAIR-GENERAL DYNAMICS","CV-240","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","94216","0","0","ALLSN","501D13","501D","2","AIRLINE TRANSPORT","8350","3650","150","150"
"19840329027909I","29-MAR-84","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","","ROLL-OUT (FIXED WING)","BEECH","BE-18","BE-18-G18S","","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","933GM","0","0","","","","2","AIRLINE TRANSPORT","7240","4180","240","180"
"19840330015249I","30-MAR-84","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","LOCKHEED","L-1011 TRISTAR","","EASTERN AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","303EA","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19840330024069I","30-MAR-84","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BEECH","BE-18","BE-18-TC45J","KALITTA AIR LLC","SCHEDULED AIR CARRIER HELICOPTER","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","9231","0","0","PWA","R985AN1","R985","2","COMMERCIAL PILOT","5500","123","250","123"
"19840406022699I","06-APR-84","CHICOPEE","MA","WESTOVER ARB/METROPOLITAN","INCIDENT","","NORMAL CRUISE","PIPER","PA-60","PA-60-600A","AIR CONTINENTAL INC","AIR TAXI (NON-SCHEDULED)","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","554AC","0","0","LYC","IO540K1F5","O540","2","COMMERCIAL PILOT","2300","600","60","60"
"19840410041799I","10-APR-84","HAVERHILL","MA","LAWRENCE MUNI","INCIDENT","MINOR","TOUCH AND GO LANDING","CESSNA","CE-150","CE-150-M","","PERSONAL","GENERAL OPERATING RULES","NONE","66646","0","0","","","","1","PRIVATE PILOT","170","100","16","6"
"19840414027029I","14-APR-84","NORWOOD","MA","NORWOOD MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BEECH","BE-33","BE-33-E33A","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","2255A","0","0","CONT","IO520B","O520","1","PRIVATE PILOT","1750","962","29","29"
"19840422027339I","22-APR-84","PUTNAM","MA","TIPPECANOE","INCIDENT","","DESCENT","CESSNA","CE-182","CE-182-A","","OTHER","PARACHUTE JUMPING","NONE","5119D","0","0","CONT","O470L","O470","1","COMMERCIAL PILOT","1000","800","8","8"
"19840427014779I","27-APR-84","ORANGE","MA","ORANGE MUNI","INCIDENT","SUBSTANTIAL","FINAL APPROACH","QAC","QUICKIE","Q2","","PERSONAL","GENERAL OPERATING RULES","NONE","913AJ","0","0","","","","1","PRIVATE PILOT","136","1","2","1"
"19840519038289I","19-MAY-84","NORWOOD","MA","NEOSHO HUGH ROBINSON","INCIDENT","","ROLL-OUT (FIXED WING)","CESSNA","CE-172","CE-172-N","","PERSONAL","GENERAL OPERATING RULES","NONE","734JN","0","0","","","","1","PRIVATE PILOT","226","150","25","25"
"19840615038889I","15-JUN-84","WESTFIELD","MA","BARNES MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BEECH","BE-58","BE-58-P","","PERSONAL","GENERAL OPERATING RULES","NONE","86BF","0","0","CONT","TSIO520WB","O520","2","COMMERCIAL PILOT","700","7","7","7"
"19840622038309I","22-JUN-84","BEVERLY","MA","BAY CITY MUNI","INCIDENT","MINOR","TOUCH AND GO LANDING","PIPER","PA-28","PA-28-161","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","1669H","0","0","","","","1","PRIVATE PILOT","105","50","5","5"
"19840622049989I","22-JUN-84","BEVERLY","MA","BEVERLY MUNI","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","PIPER","PA-30","","","PERSONAL","GENERAL OPERATING RULES","NONE","740AF","0","0","LYC","IO320B1A","O320","2","AIRLINE TRANSPORT","3000","1000","12","12"
"19840623035339I","23-JUN-84","NORWOOD","MA","NORWOOD MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-38","PA-38-112","WIGGINS AIRWAYS","INSTRUCTION","GENERAL OPERATING RULES","NONE","91414","0","0","","","","1","STUDENT","28","28","23","23"
"19840713049399I","13-JUL-84","NEW BEDFORD","MA","NEW BEDFORD RGNL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-23","PA-23-250","PROVINCETOWN BOSTON AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","347PB","0","0","","","","2","AIRLINE TRANSPORT","5200","100","250","8"
"19840720073599I","20-JUL-84","OAK BLUFFS","MA","MARTHAS VINEYARD","INCIDENT","","LEVEL OFF TOUCHDOWN","DOUG","DC-3","","PROVINCETOWN BOSTON AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","35PB","0","0","","","","2","AIRLINE TRANSPORT","6800","1000","250","250"
"19840729045839I","29-JUL-84","EDGARTOWN","MA","MARTHAS VINEYARD","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-172","","","PERSONAL","GENERAL OPERATING RULES","NONE","7397U","0","0","","","","1","PRIVATE PILOT","99","12","31","12"
"19840729060109I","29-JUL-84","LEBANON","MA","LEBANON MUNI","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","PIPER","PA-28","PA-28-180","","PERSONAL","GENERAL OPERATING RULES","NONE","7361W","0","0","LYC","O360A3A","O360","1","PRIVATE PILOT","177","175","14","14"
"19840730069569I","30-JUL-84","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","SUBSTANTIAL","TO ABORTED (FIXED WING)","MCDONNELL-DOUGLAS-BOEING","DC-10","10","AMERICAN AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","109AA","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19840807049159I","07-AUG-84","NORWOOD","MA","NORWOOD MUNI","INCIDENT","","CLIMB","BEECH","BE-95","BE-95-B55","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","1323Z","0","0","","","","2","PRIVATE PILOT","848","77","45","40"
"19840818052019I","18-AUG-84","MONTAGUE","MA","GARDNER MUNI","INCIDENT","MINOR","TO ABORTED (FIXED WING)","CASSUTT","IIIM","","","PERSONAL","GENERAL OPERATING RULES","NONE","2529N","0","0","","","","1","COMMERCIAL PILOT","2000","0","6","0"
"19840818052169I","18-AUG-84","NORTH ATTLEBORO","MA","","INCIDENT","","FCD/PREC LDG FROM CRUISE","PIPER","PA-28","PA-28-140","","PERSONAL","GENERAL OPERATING RULES","NONE","98215","0","0","LYC","O320E2H","O320","1","PRIVATE PILOT","323","30","30","30"
"19840818055459I","18-AUG-84","LAWRENCE","MA","LAWRENCE MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","MOONEY","M-20","M-20-J","","PERSONAL","GENERAL OPERATING RULES","NONE","326RB","0","0","LYC","IO360A3B6","O360","1","PRIVATE PILOT","700","250","20","20"
"19840828065039I","28-AUG-84","WORCESTER","MA","WORCESTER RGNL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","MAULE","M-5","M-5-235C","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","379X","0","0","LYC","O540J1A5","O540","1","PRIVATE PILOT","387","49","49","49"
"19840902054049I","02-SEP-84","WORCESTER","MA","WORCESTER RGNL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","PIPER","PA-24","PA-24-250","","PERSONAL","GENERAL OPERATING RULES","NONE","8424P","0","0","LYC","O540A1A5","O540","1","PRIVATE PILOT","800","250","30","30"
"19840914055939I","14-SEP-84","EAST BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","FINAL APPROACH","CESSNA","CE-402","CE-402-B","GULL AIR INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","VISUAL FLIGHT RULES","9063M","0","0","","","","2","AIRLINE TRANSPORT","3350","160","160","160"
"19840919053039I","19-SEP-84","MANSFIELD","MA","MANSFIELD MUNI","INCIDENT","MINOR","TOUCH AND GO LANDING","CESSNA","CE-152","","","INSTRUCTION","GENERAL OPERATING RULES","NONE","69252","0","0","LYC","O235L2C","O235","1","STUDENT","19","10","19","10"
"19840921072499I","21-SEP-84","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","DOUG","DC-3","","PROVINCETOWN BOSTON AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","VISUAL FLIGHT RULES","139PB","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19841005056119I","05-OCT-84","FRAMINGHAM","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","FCD/PREC LDG FROM CRUISE","BELL","BHT-206","BHT-206-B","WIGGINS AIRWAYS","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","NONE","3171W","0","0","ALLSN","250C20","250C","1","COMMERCIAL PILOT","6300","187","169","11"
"19841005065029I","05-OCT-84","PLYMOUTH","MA","PLYMOUTH MUNI","INCIDENT","MINOR","NORMAL CRUISE","SCOOTER","","","","PERSONAL","GENERAL OPERATING RULES","NONE","19WW","0","0","","","","1","COMMERCIAL PILOT","497","47","41","37"
"19841011066399I","11-OCT-84","FALMOUTH","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","","NORMAL CRUISE","LOCKHEED","L-1011 TRISTAR","","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","723DA","0","0","","","","3","AIRLINE TRANSPORT","23000","3500","150","150"
"19841016068789I","16-OCT-84","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","AEROSPATIALE","262","","RANSOME AIR","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","NONE","29811","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19841023066839I","23-OCT-84","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","CESSNA","CE-402","CE-402-C","GULL AIR INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","VISUAL FLIGHT RULES","6814A","0","0","","","","2","AIRLINE TRANSPORT","8000","2000","300","100"
"19841029063679I","29-OCT-84","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","INITIAL APPROACH-INSTRUMENT FLIGHT RULES","MCDONNELL-DOUGLAS-BOEING","DC-9","31CF","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","978VJ","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19841029066619I","29-OCT-84","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","TO INITIAL CLIMB (1ST POWER REDUCTION)","DOUG","DC-3","DC-3-AS4C4G","PROVINCETOWN BOSTON AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","34PB","0","0","","","","2","AIRLINE TRANSPORT","2000","400","250","250"
"19841104069079I","04-NOV-84","NORTHAMPTON","MA","WESTFIELD-BARNES RGNL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BEECH","BE-33","BE-33-F33A","","PERSONAL","GENERAL OPERATING RULES","NONE","19CT","0","0","CONT","IO520*","O520","1","PRIVATE PILOT","1800","200","50","50"
"19841107065699I","07-NOV-84","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","MCDONNELL-DOUGLAS-BOEING","DC-9","31CF","REPUBLIC AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","943N","0","0","","","","2","AIRLINE TRANSPORT","12000","10000","180","180"
"19841128069509I","28-NOV-84","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TO ABORTED (FIXED WING)","PIPER","PA-31","PA-31-350","WILLS AIR","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","UNKNOWN","54269","0","0","","","","2","AIRLINE TRANSPORT","","5640","286","286"
"19841201074459I","01-DEC-84","BEVERLY","MA","LAWRENCE MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-185","CE-185-F","","BUSINESS","GENERAL OPERATING RULES","NONE","369E","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","894","100","78","25"
"19841206073589I","06-DEC-84","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","NORMAL CRUISE","RAYTHEON","1900","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","305BH","0","0","","","","2","AIRLINE TRANSPORT","5800","400","270","250"
"19841207070929I","07-DEC-84","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","PIPER","PA-31","PA-31-350","EAST HAMPTON AIRE INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","VISUAL FLIGHT RULES","4095L","0","0","LYC","TIO540J2BD","O540","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","4500","2000","200","200"
"19841208070119I","08-DEC-84","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","MISSED APPROACH INSTRUMENT FLIGHT RULES","MCDONNELL-DOUGLAS-BOEING","DC-9","51","REPUBLIC AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","770NC","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19841214073089I","14-DEC-84","BEDFORD","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","LUSCMB","LL-8","LL-8-A","","PERSONAL","GENERAL OPERATING RULES","NONE","16JB","0","0","","","","1","COMMERCIAL PILOT","700","300","20","20"
"19841220070009I","20-DEC-84","BOSTON","MA","","INCIDENT","","NORMAL CRUISE","BOEING","727","","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","272US","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19841221071639I","21-DEC-84","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TO ABORTED (FIXED WING)","MCDONNELL-DOUGLAS-BOEING","DC-9","32","NEW YORK AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","541NY","0","0","PWA","JT8*","JT8","2","AIRLINE TRANSPORT","","0","0","0"
"19841222071139I","22-DEC-84","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TO ABORTED (FIXED WING)","BOEING","727","200","EASTERN AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","532PS","0","0","PWA","JT8D7","JT8","3","AIRLINE TRANSPORT","","0","0","0"
"19841222071149I","22-DEC-84","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","FORCED/PRECAUTIONARY LANDING","CESSNA","CE-402","CE-402-C","PROVINCETOWN BOSTON AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","153PB","0","0","","","","2","COMMERCIAL PILOT","","0","0","0"
"19841224072429I","24-DEC-84","CHATHAM","MA","CHATHAM MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-152","","","INSTRUCTION","GENERAL OPERATING RULES","NONE","68186","0","0","","","","1","STUDENT","12","12","12","12"
"19850102002229I","02-JAN-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","NORMAL CRUISE","BOEING","727","200","REPUBLIC AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","UNKNOWN","721RW","0","0","","","","3","","","0","0","0"
"19850103005519I","03-JAN-85","LAWRENCE","MA","LAWRENCE MUNI","INCIDENT","","CLIMB","PIPER","PA-28","PA-28-161","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","8363H","0","0","LYC","O320D3G","O320","1","","","0","0","0"
"19850103030719I","03-JAN-85","HYANNIS","MA","HYANNIS MUNI","INCIDENT","MINOR","OTHER GROUND OPERATIONS","DOUG","DC-3","DC-3-AS1C3G","PROVINCETOWN BOSTON AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","43PB","0","0","","","","2","AIRLINE TRANSPORT","6200","500","120","120"
"19850108006189I","08-JAN-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","FORCED/PRECAUTIONARY LANDING","SHORTS-BOMBARDIER","330","","METRO AIR NORTHEAST INC VT","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","55AN","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19850109006609I","09-JAN-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","DESCENT","SHORTS-BOMBARDIER","330","","COMMAND AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","UNKNOWN","939MA","0","0","PWA","PT6A45R","PT6","2","AIRLINE TRANSPORT","","0","0","0"
"19850110015469I","10-JAN-85","BEDFORD","MA","","INCIDENT","","IN TRAFFIC PATTERN-CIRCLING","CESSNA","CE-172","CE-172-M","","INSTRUCTION","GENERAL OPERATING RULES","NONE","12944","0","0","LYC","O320E2D","O320","1","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","13500","1000","28","19"
"19850111002999I","11-JAN-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-310","CE-310-R","WRIGHT INTERNATIONAL EXPRESS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","5119C","0","0","","","","2","COMMERCIAL PILOT","2300","400","500","400"
"19850111004489I","11-JAN-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","MCDONNELL-DOUGLAS-BOEING","DC-9","31CF","EASTERN AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","8917E","0","0","","","","2","","","0","0","0"
"19850112006199I","12-JAN-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","MCDONNELL-DOUGLAS-BOEING","DC-8","71","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","1305L","0","0","","","","4","AIRLINE TRANSPORT","","0","0","0"
"19850112011749I","12-JAN-85","NEWBURYPORT","MA","LAWRENCE MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-J3L","PA-J3L-65","","PERSONAL","GENERAL OPERATING RULES","NONE","40632","0","0","","","","1","PRIVATE PILOT","260","160","25","20"
"19850114004499I","14-JAN-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","MCDONNELL-DOUGLAS-BOEING","DC-10","10","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","UNKNOWN","1820U","0","0","","","","3","","","0","0","0"
"19850117005539I","17-JAN-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","CONVAIR-GENERAL DYNAMICS","640","","ZANTOP INTERNATIONAL AIRLINES INC","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","UNKNOWN","5515K","0","0","","","","2","","","0","0","0"
"19850122004829I","22-JAN-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TO ABORTED (FIXED WING)","BOEING","727","200C","EVERGREEN INTERNATIONAL AIRLINES INC","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","725EV","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19850123005459I","23-JAN-85","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","MCDONNELL-DOUGLAS-BOEING","DC-9","51","REPUBLIC AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","766NC","0","0","","","","2","","","0","0","0"
