"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"19840905055129I","05-SEP-84","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","CESSNA","CE-310","CE-310-R","MAINE AVIATION CORP","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","VISUAL FLIGHT RULES","1297G","0","0","","","","2","COMMERCIAL PILOT","7500","350","120","90"
"19840907063649I","07-SEP-84","AUGUSTA","ME","AUGUSTA STATE","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BEECH","BE-35","BE-35-D35","","PERSONAL","GENERAL OPERATING RULES","NONE","2191D","0","0","","","","1","COMMERCIAL PILOT","2000","1500","10","10"
"19840908063789I","08-SEP-84","STONINGTON","ME","BANGOR INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","CESSNA","CE-172","CE-172-N","","PERSONAL","GENERAL OPERATING RULES","NONE","733QR","0","0","","","","1","PRIVATE PILOT","70","4","5","4"
"19840908066579I","08-SEP-84","GREENVILLE","ME","GREENVILLE MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BOEING","B-75","B-75-PT17","","PERSONAL","GENERAL OPERATING RULES","NONE","49778","0","0","","","","1","AIRLINE TRANSPORT","27000","300","25","16"
"19840911063629I","11-SEP-84","BRUNSWICK","ME","AUGUSTA STATE","INCIDENT","MINOR","CLIMB","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","300WP","0","0","","","","2","AIRLINE TRANSPORT","4510","1105","230","115"
"19840930065299I","30-SEP-84","PORTLAND","ME","EASTERN SLOPES RGNL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-177","CE-177-B","","PERSONAL","GENERAL OPERATING RULES","NONE","35247","0","0","","","","1","PRIVATE PILOT","3000","15","10","5"
"19841121075819I","21-NOV-84","MACHIAS","ME","PRINCETON MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-22","PA-22-150","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","3534P","0","0","","","","1","COMMERCIAL PILOT","3500","100","60","60"
"19841126072219I","26-NOV-84","BELFAST","ME","BELFAST MUNI","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-206","CE-206-U206","","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","29081","0","0","","","","1","COMMERCIAL PILOT","1380","25","126","126"
"19841209076889I","09-DEC-84","LIMINGTON","ME","LIMINGTON-HARMON","INCIDENT","MINOR","TAKEOFF GROUND ROLL","BEECH","BE-19","BE-19-B","","PERSONAL","GENERAL OPERATING RULES","NONE","2009N","0","0","","","","1","PRIVATE PILOT","137","18","3","3"
"19841223070059I","23-DEC-84","FRYEBURG","ME","EASTERN SLOPES RGNL","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-172","CE-172-N","","INSTRUCTION","GENERAL OPERATING RULES","NONE","6194D","0","0","LYC","O320H2AD","O320","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","430","150","75","75"
"19850122008859I","22-JAN-85","PORTLAND","ME","EASTERN SLOPES RGNL","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","RAYTHEON","1900","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","309BH","0","0","PWA","PT6A65B","PT6","2","AIRLINE TRANSPORT","9500","700","225","200"
"19850222009139I","22-FEB-85","BANGOR","ME","BANGOR INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","VISUAL FLIGHT RULES","107TJ","0","0","","","","2","AIRLINE TRANSPORT","15000","2700","360","30"
"19850223015479I","23-FEB-85","BANGOR","ME","BANGOR INTL","INCIDENT","","NORMAL CRUISE","MCDONNELL-DOUGLAS-BOEING","DC-10","30AF","WORLD AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","107WA","0","0","GE","CF6*","CF6","3","AIRLINE TRANSPORT","16700","3400","213","213"
"19850304017409I","04-MAR-85","BANGOR","ME","BANGOR INTL","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","7099N","0","0","","","","2","AIRLINE TRANSPORT","8800","3000","320","150"
"19850308019679I","08-MAR-85","BANGOR","ME","BANGOR INTL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-210","CE-210-T210N","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","5493A","0","0","","","","1","PRIVATE PILOT","3600","15","70","3"
"19850323019709I","23-MAR-85","TURNER","ME","TWITCHELL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-150","","","INSTRUCTION","GENERAL OPERATING RULES","NONE","51258","0","0","","","","1","PRIVATE PILOT","120","2","5","2"
"19850329019689I","29-MAR-85","TURNER","ME","TWITCHELL","INCIDENT","MINOR","NORMAL CRUISE","CESSNA","CE-152","","","INSTRUCTION","GENERAL OPERATING RULES","NONE","4942B","0","0","","","","1","STUDENT","410","12","12","12"
"19850401019699I","01-APR-85","PORTLAND","ME","PORTLAND INTL","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","BLANCA","BL-17","BL-17-31ATC","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","39827","0","0","","","","1","AIRLINE TRANSPORT","12000","100","150","12"
"19850405035849I","05-APR-85","EAST PARSONFIELD","ME","EASTERN SLOPES RGNL","INCIDENT","MINOR","POWER OFF RUN LAND (AUTOROTATION)","BELL","BHT-206","BHT-206-B","","BUSINESS","GENERAL OPERATING RULES","NONE","1078Q","0","0","ALLSN","250C20B","250C","1","COMMERCIAL PILOT","3525","604","40","32"
"19850425020129I","25-APR-85","SANFORD","ME","","INCIDENT","MINOR","NORMAL CRUISE","CESSNA","CE-402","CE-402-C","MAINE AVIATION CORP","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","4633N","0","0","","","","2","AIRLINE TRANSPORT","1920","90","180","70"
"19850426024469I","26-APR-85","BANGOR","ME","NORTHERN MAINE RGNL ARPT AT PRESQUE IS","INCIDENT","","FINAL APPROACH","CONVAIR-GENERAL DYNAMICS","CV-240","","BAR HARBOR AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","94253","0","0","","","","2","AIRLINE TRANSPORT","16000","0","140","110"
"19850502025119I","02-MAY-85","HUDSON","ME","BANGOR INTL","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","CESSNA","CE-150","CE-150-J","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","50859","0","0","CONT","O200A","O200","1","PRIVATE PILOT","296","25","4","1"
"19850504025019I","04-MAY-85","ALEXANDER","ME","PRINCETON MUNI","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-150","CE-150-L","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","18147","0","0","CONT","O200A","O200","1","PRIVATE PILOT","354","340","35","35"
"19850511030729I","11-MAY-85","STOW","ME","MINUTE MAN AIR FIELD","INCIDENT","MINOR","TO ABORTED (FIXED WING)","CESSNA","CE-172","CE-172-E","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","3553S","0","0","","","","1","PRIVATE PILOT","1200","900","10","10"
"19850514025309I","14-MAY-85","BANGOR","ME","BANGOR INTL","INCIDENT","","CLIMB","BOEING","767","200","TRANS WORLD AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","604TW","0","0","PWA","JT9D7R4D","JT9","2","AIRLINE TRANSPORT","6738","174","80","80"
"19850519025249I","19-MAY-85","ERROL","ME","BERLIN RGNL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-210","CE-210-L","","BUSINESS","GENERAL OPERATING RULES","NONE","2241S","0","0","CONT","TSIO520H","O520","1","COMMERCIAL PILOT","1200","250","201","1"
"19850625045239I","25-JUN-85","PORTLAND","ME","PORTLAND INTL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","MOONEY","M-20","M-20-E","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","9254M","0","0","","","","1","PRIVATE PILOT","1200","1100","10","10"
"19850713045309I","13-JUL-85","AUBURN","ME","LEWISTON-NEZ PERCE COUNTY","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","ACMNDR","ACMNDR-200","ACMNDR-200-D","","PERSONAL","GENERAL OPERATING RULES","NONE","5SE","0","0","","","","1","PRIVATE PILOT","1050","145","105","105"
"19850719049329I","19-JUL-85","OLD TOWN","ME","","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BLANCA","BL-7","BL-7-CCM","","PERSONAL","GENERAL OPERATING RULES","NONE","83426","0","0","","","","1","PRIVATE PILOT","300","25","5","5"
"19850721058969I","21-JUL-85","ROCKLAND","ME","KNOX COUNTY RGNL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","ACMNDR","ACMNDR-100","ACMNDR-100-A","","PERSONAL","GENERAL OPERATING RULES","NONE","2926T","0","0","LYC","O320A2B","O320","1","PRIVATE PILOT","381","21","15","15"
"19850727051119I","27-JUL-85","BELFAST","ME","BELFAST MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-172","CE-172-P","","PERSONAL","GENERAL OPERATING RULES","NONE","6275K","0","0","","","","1","PRIVATE PILOT","60","20","10","10"
"19850728051979I","28-JUL-85","HARPSWELL","ME","FARR","INCIDENT","MINOR","FORCED/PRECAUTIONARY LANDING","CESSNA","CE-150","CE-150-G","","PERSONAL","GENERAL OPERATING RULES","NONE","2635J","0","0","","","","1","PRIVATE PILOT","373","373","20","20"
"19850809052039I","09-AUG-85","RANGELEY","ME","RANGELEY MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-34","PA-34-220T","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","224BD","0","0","CONT","TSIO360KB","O360","2","COMMERCIAL PILOT","400","40","25","4"
"19850823052119I","23-AUG-85","WATERVILLE","ME","WATERVILLE ROBERT LAFLEUR","INCIDENT","MINOR","TAKEOFF GROUND ROLL","BLANCA","BL-7","BL-7-ECA","","PERSONAL","GENERAL OPERATING RULES","NONE","5043F","0","0","","","","1","PRIVATE PILOT","220","10","10","10"
"19850903050839I","03-SEP-85","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","MINOR","TAKEOFF GROUND ROLL","BOEING","727","200","PEOPLE EXPRESS AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","553PE","0","0","","","","3","AIRLINE TRANSPORT","9500","5600","150","150"
"19850905051759I","05-SEP-85","TRENTON","ME","HANCOCK COUNTY-BAR HARBOR","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-177","CE-177-RG","","PERSONAL","GENERAL OPERATING RULES","NONE","7537V","0","0","LYC","IO360A1B6","O360","1","PRIVATE PILOT","1400","800","100","100"
"19850908051859I","08-SEP-85","BANGOR","ME","BANGOR INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-180","","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","2928C","0","0","","","","1","COMMERCIAL PILOT","","0","0","0"
"19850930060759I","30-SEP-85","PRESQUE ISLE","ME","NORTHERN MAINE RGNL ARPT AT PRESQUE IS","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","CONVAIR-GENERAL DYNAMICS","CV-240","","BAR HARBOR AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","94216","0","0","RROYCE","DART5424","DART","2","AIRLINE TRANSPORT","14000","3500","205","200"
"19851014056999I","14-OCT-85","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","RAYTHEON","99","C99","INTERPORT CORP","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","6506V","0","0","","","","2","COMMERCIAL PILOT","2407","242","222","154"
"19851015069159I","15-OCT-85","BANGOR","ME","BANGOR INTL","INCIDENT","","CLIMB","RAYTHEON","1900","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","302BH","0","0","","","","2","AIRLINE TRANSPORT","7800","1300","150","100"
"19851020066539I","20-OCT-85","AUGUSTA","ME","AUGUSTA STATE","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-172","CE-172-E","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","5742T","0","0","CONT","O300D","O300","1","AIRLINE TRANSPORT","2970","80","80","30"
"19851021067429I","21-OCT-85","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","PIPER","PA-31","","INTERPORT CORP","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","UNKNOWN","27791","0","0","","","","2","AIRLINE TRANSPORT","4350","20","50","20"
"19851103061549I","03-NOV-85","OLD TOWN","ME","DEWITT","INCIDENT","MINOR","TAKEOFF GROUND ROLL","CESSNA","CE-172","CE-172-P","","PERSONAL","GENERAL OPERATING RULES","NONE","53680","0","0","","","","1","PRIVATE PILOT","238","238","30","30"
"19851104072579I","04-NOV-85","BANGOR","ME","BANGOR INTL","INCIDENT","","NORMAL CRUISE","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","201TC","0","0","PWA","PT6A20","PT6","2","AIRLINE TRANSPORT","5500","2300","250","225"
"19851107064849I","07-NOV-85","PRESQUE ISLE","ME","NORTHERN MAINE RGNL ARPT AT PRESQUE IS","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-402","CE-402-C","NORTHEAST EXPRESS REGIONAL AIRLINES INC","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","VISUAL FLIGHT RULES","5849C","0","0","","","","2","AIRLINE TRANSPORT","4899","900","330","330"
"19851206065359I","06-DEC-85","LIBERTY","ME","MITCHELL'S","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-172","CE-172-N","","INSTRUCTION","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","737XM","0","0","LYC","O320H2AD","O320","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","3400","2500","175","150"
"19851208065289I","08-DEC-85","LEWISTON","ME","AUBURN MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","MOONEY","M-20","M-20-A","","PERSONAL","GENERAL OPERATING RULES","NONE","6010X","0","0","","","","1","PRIVATE PILOT","284","250","4","4"
"19851225069189I","25-DEC-85","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","ROLL-OUT (FIXED WING)","MITSUBISHI","MU-2B","MU-2B-35","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","490MA","0","0","","","","2","AIRLINE TRANSPORT","5500","600","70","70"
"19860211027699I","11-FEB-86","TURNER","ME","AUGUSTA STATE","INCIDENT","MINOR","PRACTICE TRAINING MENEUVERS","CESSNA","CE-152","","","INSTRUCTION","GENERAL OPERATING RULES","UNKNOWN","4942B","0","0","","","","1","STUDENT","20","20","10",""
"19860404018349I","04-APR-86","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","MINOR","TAKEOFF GROUND ROLL","GULSTM","GA-500","GA-500-B","AIR PARCEL EXPRESS","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","6154X","0","0","","","","2","COMMERCIAL PILOT FLIGHT INSTRUCTOR","2023","294","116","41"
"19860413018739I","13-APR-86","OLD TOWN","ME","","INCIDENT","","PARACHUTE JUMPING","CESSNA","CE-172","CE-172-P","","OTHER","GENERAL OPERATING RULES","NONE","53680","1","0","","","","1","AIRLINE TRANSPORT","3400","750","110","25"
"19860416019239I","16-APR-86","TRENTON","ME","HANCOCK COUNTY-BAR HARBOR","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BEECH","BE-23","BE-23-C23","","INSTRUCTION","GENERAL OPERATING RULES","NONE","66313","0","0","","","","1","STUDENT","140","80","25","25"
"19860511031819I","11-MAY-86","GLENBURN","ME","BANGOR INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-140","","","PERSONAL","GENERAL OPERATING RULES","NONE","2408V","0","0","","","","1","PRIVATE PILOT","1133","7","17","7"
"19860525029199I","25-MAY-86","BINGHAM","ME","GADABOUT GADDIS","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-182","CE-182-Q","","PERSONAL","GENERAL OPERATING RULES","NONE","759HM","0","0","","","","1","PRIVATE PILOT","600","16","16","16"
"19860530029949I","30-MAY-86","GREENVILLE","ME","GREENVILLE","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-170","","","PERSONAL","GENERAL OPERATING RULES","NONE","3576D","0","0","","","","1","PRIVATE PILOT","168","2","2","2"
"19860530033689I","30-MAY-86","AUGUSTA","ME","AUGUSTA STATE","INCIDENT","","INITIAL APPROACH-INSTRUMENT FLIGHT RULES","CESSNA","CE-172","CE-172-P","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","54290","0","0","","","","1","PRIVATE PILOT","150","50","50","50"
"19860606032739I","06-JUN-86","LEWISTON","ME","AUBURN","INCIDENT","","TAKEOFF GROUND ROLL","PIPER","PA-31","PA-31-350","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","984PA","0","0","","","","2","AIRLINE TRANSPORT","3000","500","100","100"
"19860625069789I","25-JUN-86","PORTLAND","ME","PORTLAND INTL","INCIDENT","","NORMAL CRUISE","RAYTHEON","1900","","BAR HARBOR AIRWAYS INC","AIR TAXI (SCHEDULED- NOT COMMUTER)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","302BH","0","0","PWA","PT6A6","PT6","2","AIRLINE TRANSPORT","7400","1700","300","100"
"19860628055219I","28-JUN-86","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","FCD/PREC LDG FROM CRUISE","PIPER","PA-12","","","INDUSTRIAL/SPECIAL","GENERAL OPERATING RULES","NONE","4103M","0","0","LYC","O320A1A","O320","1","COMMERCIAL PILOT","1250","400","40","6"
"19860705048199I","05-JUL-86","SHAPLEIGH","ME","SILVER LAKE","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","LAKE","LA-4","","","PERSONAL","GENERAL OPERATING RULES","NONE","7618L","0","0","","","","1","AIRLINE TRANSPORT","6680","45","176","6"
"19860705048259I","05-JUL-86","BANGOR","ME","BANGOR INTL","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","RAYTHEON","1900","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","304BH","0","0","","","","2","AIRLINE TRANSPORT","4500","1800","300","100"
"19860706060759I","06-JUL-86","ROCKLAND","ME","KNOX COUNTY RGNL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","FOKKER","DR1","","","OTHER","GENERAL OPERATING RULES","NONE","425FK","0","0","","","","1","COMMERCIAL PILOT","13000","2","60","1"
"19860729072909I","29-JUL-86","BANGOR","ME","BANGOR INTL","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","LOCKHEED","L-1011 TRISTAR","","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","1739D","0","0","RROYCE","RB21122C02","RB211","3","AIRLINE TRANSPORT","0","0","0","0"
"19860812066339I","12-AUG-86","PORTLAND","ME","PORTLAND INTL","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","203BH","0","0","PWA","PT6A65B","PT6","2","AIRLINE TRANSPORT","6500","2000","250","250"
"19860831050709I","31-AUG-86","ROCKLAND","ME","KNOX COUNTY RGNL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","HWRD","DGA-15","DGA-15-P","","PERSONAL","GENERAL OPERATING RULES","NONE","52986","0","0","PWA","R985AN1","R985","1","AIRLINE TRANSPORT","20000","150","140",""
"19860902047279I","02-SEP-86","BAR HARBOR","ME","SYRACUSE HANCOCK INTL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-60","PA-60-601P","","PERSONAL","GENERAL OPERATING RULES","NONE","13JB","0","0","","","","2","COMMERCIAL PILOT","3500","1500","20","20"
"19861005087379I","05-OCT-86","BANGOR","ME","BANGOR INTL","INCIDENT","","IDLING ENGINES","CESSNA","CE-140","","","PERSONAL","GENERAL OPERATING RULES","NONE","2408V","0","0","CONT","C8512","C85","1","PRIVATE PILOT","340","13","13","12"
"19861012065109I","12-OCT-86","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","NORMAL CRUISE","RAYTHEON","1900","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","306BH","0","0","","","","2","AIRLINE TRANSPORT","6500","400","300","300"
"19861014084619I","14-OCT-86","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BOEING","727","200","PEOPLE EXPRESS AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","517PE","0","0","","","","3","AIRLINE TRANSPORT","12000","6000","0","0"
"19861020064219I","20-OCT-86","WISCASSET","ME","WISCASSET","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-28","PA-28-140","","INSTRUCTION","GENERAL OPERATING RULES","NONE","6595W","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","785","6","0","6"
"19861022071189I","22-OCT-86","ELIOT","ME","LITTLEBROOK AIR PARK","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BLANCA","BL-7","BL-7-ECA","","PERSONAL","GENERAL OPERATING RULES","NONE","2501F","0","0","","","","1","AIRLINE TRANSPORT","20000","1000","200","6"
"19861205080379I","05-DEC-86","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","CESSNA","CE-402","CE-402-C","MAINE AVIATION AIRCRAFT CHARTER L L C","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","126PB","0","0","","","","2","COMMERCIAL PILOT","3000","800","120","120"
"19861213083169I","13-DEC-86","BANGOR","ME","BANGOR INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","14MV","0","0","","","","2","AIRLINE TRANSPORT","3700","400","230","230"
"19861216075679I","16-DEC-86","EAGLE LAKE","ME","NORTHERN MAINE RGNL ARPT AT PRESQUE IS","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-180","CE-180-G","CURRIERS FLYING SERVICE INC","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","NONE","4666U","0","0","","","","1","COMMERCIAL PILOT","5000","1000","150","100"
"19861218074519I","18-DEC-86","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-31","PA-31-350","ELANAIR INC","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","711EB","0","0","","","","2","AIRLINE TRANSPORT","12000","2000","300","100"
"19861222082789I","22-DEC-86","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","BEECH","BE-36","BE-36-A36","","BUSINESS","GENERAL OPERATING RULES","NONE","67561","0","0","CONT","IO520BB","O520","1","PRIVATE PILOT","0","0","0","0"
"19861229084839I","29-DEC-86","PORTLAND","ME","","INCIDENT","MINOR","CLIMB","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","219BH","0","0","","","","2","AIRLINE TRANSPORT","4900","50","150","50"
"19870103004969I","03-JAN-87","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","TO ABORTED (FIXED WING)","BOEING","727","","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","NR537","0","0","","","","3","AIRLINE TRANSPORT","12500","7200","210","210"
"19870302017879I","02-MAR-87","PORTLAND","ME","PORTLAND INTL JETPORT","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","24BH","0","0","","","","2","AIRLINE TRANSPORT","2700","130","130","130"
"19870319017409I","19-MAR-87","BRUNSWICK","ME","","INCIDENT","MINOR","NORMAL CRUISE","CESSNA","CE-402","CE-402-B","NORTHEAST EXPRESS REGIONAL AIRLINES INC","AIR TAXI (SCHEDULED- NOT COMMUTER)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","1436G","0","0","CONT","TSIO520E","O520","2","AIRLINE TRANSPORT","1900","388","180","180"
