"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"19880503021159I","03-MAY-88","MANCHESTER","NH","MANCHESTER","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BEECH","BE-35","BE-35-C35","","PERSONAL","GENERAL OPERATING RULES","NONE","671D","0","0","CONT","E18511","E185","1","PRIVATE PILOT","2000","200","10","10"
"19880505020789I","05-MAY-88","MANCHESTER","NH","MANCHESTER","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-150","CE-150-G","","INSTRUCTION","GENERAL OPERATING RULES","NONE","2739S","0","0","","","","1","STUDENT","49","49","14","14"
"19880515029319I","15-MAY-88","BROOKLINE","NH","BROOKLINE","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-185","CE-185-F","","PERSONAL","GENERAL OPERATING RULES","NONE","8403Q","0","0","CONT","IO520D","O520","1","PRIVATE PILOT","176","109","9","9"
"19880518040359I","18-MAY-88","PORTSMOUTH","NH","","INCIDENT","","NORMAL CRUISE","CESSNA","CE-414","","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","555AP","0","0","CONT","TSIO520J","O520","2","COMMERCIAL PILOT","1302","490","",""
"19880529030399I","29-MAY-88","HAMPSTEAD","NH","","INCIDENT","MINOR","HOVERING","ENSTRM","ENSTRM-F28","ENSTRM-F28-A","","PERSONAL","GENERAL OPERATING RULES","NONE","269Q","0","0","CONT","IO360A","O360","1","PRIVATE PILOT","80","30","18","18"
"19880530049099I","30-MAY-88","MANCHESTER","NH","MANCHESTER","INCIDENT","","NORMAL CRUISE","CESSNA","CE-172","CE-172-P","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","99548","0","0","LYC","O320D2J","O320","1","PRIVATE PILOT","315","300","30","30"
"19880708026029I","08-JUL-88","MANCHESTER","NH","MANCHESTER","INCIDENT","MINOR","FINAL APPROACH- INSTRUMENT FLIGHT RULES","MITSUBISHI","MU-2B","MU-2B-25","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","50K","0","0","","","","2","COMMERCIAL PILOT","6700","110","30","30"
"19880826070379I","26-AUG-88","MANCHESTER","NH","MANCHESTER","INCIDENT","","FCD/PREC LDG FROM CRUISE","PIPER","PA-28","PA-28-180","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","7397W","0","0","LYC","O360A4A","O360","1","UNKNOWN/FOREIGN","","","",""
"19880827050219I","27-AUG-88","LEBANON","NH","LEBANON MUNI","INCIDENT","MINOR","FORCED/PRECAUTIONARY LANDING","LAKE","LA-4","LA-4-200","","PERSONAL","GENERAL OPERATING RULES","NONE","6670L","0","0","LYC","IO360A1B","O360","1","PRIVATE PILOT","612","550","66","66"
"19880906068539I","06-SEP-88","MANCHESTER","NH","MANCHESTER","INCIDENT","","FORCED/PRECAUTIONARY LANDING","PIPER","PA-22","PA-22-108","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","5500Z","0","0","LYC","O235C1B","O235","1","PRIVATE PILOT","","","",""
"19880923067929I","23-SEP-88","MANCHESTER","NH","MANCHESTER","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BOEING","B-75","B-75-A75L3","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","4908N","0","0","","","","1","COMMERCIAL PILOT","2900","70","95","60"
"19880927054369I","27-SEP-88","WHITEFIELD","NH","MOUNT WASHINGTON RGNL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","LUSCMB","LL-8","LL-8-A","","PERSONAL","GENERAL OPERATING RULES","NONE","2017B","0","0","","","","1","PRIVATE PILOT","1300","1150","20","12"
"19880930066509I","30-SEP-88","NASHUA","NH","BOIRE FIELD","INCIDENT","","FORCED/PRECAUTIONARY LANDING","CESSNA","CE-177","CE-177-B","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","34288","0","0","LYC","O360A1F6","O360","1","PRIVATE PILOT","250","3","","3"
"19881001060649I","01-OCT-88","JAFFREY","NH","JAFFREY AIRPORT-SILVER RANCH","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-172","CE-172-N","","PERSONAL","GENERAL OPERATING RULES","NONE","75799","0","0","LYC","O320H2AD","O320","1","PRIVATE PILOT","110","25","20","10"
"19881001061359I","01-OCT-88","ROCHESTER","NH","","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","CESSNA","CE-150","CE-150-M","","ILLEGAL DRUG, STOLEN AIRCRAFT, ETC.","GENERAL OPERATING RULES","NONE","7617U","0","0","","","","1","PILOT NOT CERTIFICATED","","","",""
"19881008058909I","08-OCT-88","NASHUA","NH","","INCIDENT","","INITIAL APPROACH-INSTRUMENT FLIGHT RULES","BLANCA","BL-17","BL-17-30A","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","777H","0","0","","","","1","PRIVATE PILOT","289","77","64","64"
"19881014064719I","14-OCT-88","CONCORD","NH","CONCORD MUNI","INCIDENT","MINOR","HOVERING","BELL","BHT-206","BHT-206-B","","PERSONAL","GENERAL OPERATING RULES","NONE","750LT","0","0","ALLSN","250C20B","250C","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","3300","1500","150","150"
"19881016063309I","16-OCT-88","KEENE","NH","DILLANT-HOPKINS","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-152","","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","89825","0","0","","","","1","PRIVATE PILOT","75","75","65","65"
"19881022024999I","22-OCT-88","KEENE","NH","DILLANT-HOPKINS","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","CESSNA","CE-310","CE-310-G","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","8993Z","0","0","CONT","IO470D","O470","2","COMMERCIAL PILOT","435","15","15","15"
"19881115063919I","15-NOV-88","MANCHESTER","NH","MANCHESTER","INCIDENT","","FCD/PREC LDG FROM CRUISE","DOUG","DC-3","DC-3-C","CENTURY AIRLINES INC","ALL CARGO CARRIERS","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","14MA","0","0","WRIGHT","R1820*","R1820","2","AIRLINE TRANSPORT","9100","3100","150","150"
"19881214066719I","14-DEC-88","LEBANON","NH","LEBANON MUNI","INCIDENT","SUBSTANTIAL","STARTING ENGINES","CESSNA","CE-152","","","OTHER","GENERAL OPERATING RULES","NONE","46241","0","0","LYC","O320*","O320","1","","","","",""
"19881214068799I","14-DEC-88","MANCHESTER","NH","MANCHESTER","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-31","","BANGOR BIZLINK","OTHER","GENERAL OPERATING RULES","NONE","16TA","0","0","LYC","TIO540A2B","O540","2","COMMERCIAL PILOT","20000","2500","200","12"
"19881230066649I","30-DEC-88","NASHUA","NH","BOIRE FIELD","INCIDENT","","TOUCH AND GO LANDING","CESSNA","CE-152","","","INSTRUCTION","GENERAL OPERATING RULES","NONE","757FU","0","0","","","","1","STUDENT","18","18","18","18"
"19890119007029I","19-JAN-89","KEENE","NH","DILLANT-HOPKINS","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","PIPER","PA-60","PA-60-601P","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","771LB","0","0","","","","2","COMMERCIAL PILOT","2500","170","33","33"
"19890128008449I","28-JAN-89","WILTON","NH","","INCIDENT","","FCD/PREC LDG FROM CRUISE","PIPER","PA-22","PA-22-108","","PERSONAL","GENERAL OPERATING RULES","NONE","5819Z","0","0","LYC","O235C1B","O235","1","STUDENT","100","30","20","20"
"19890202008409I","02-FEB-89","MONROE","NH","","INCIDENT","MINOR","HOVERING","HUGHES","HU-369","HU-369-D","","INDUSTRIAL/SPECIAL","ROTORCRAFT EXTERNAL LOAD OPERATIONS","NONE","1097G","0","0","","","","1","COMMERCIAL PILOT","2750","600","150","150"
"19890209008849I","09-FEB-89","MANCHESTER","NH","MANCHESTER","INCIDENT","","FCD/PREC LDG FROM CRUISE","RAYTHEON","1900","C-1","BUSINESS EXPRESS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","815BE","0","0","PWA","PT6A65B","PT6","2","AIRLINE TRANSPORT","5000","2200","200","200"
"19890220017259I","20-FEB-89","MANCHESTER","NH","MANCHESTER","INCIDENT","","FORCED/PRECAUTIONARY LANDING","PIPER","PA-28","PA-28-180","","PERSONAL","GENERAL OPERATING RULES","NONE","888ER","0","0","LYC","O360A4A","O360","1","PRIVATE PILOT","170","10","25","3"
"19890306026019I","06-MAR-89","MANCHESTER","NH","MANCHESTER","INCIDENT","","FCD/PREC LDG FROM CRUISE","FOKKER","F.27","500F","MOUNTAIN AIR CARGO INC","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","706FE","0","0","RROYCE","DART5327","DART","2","AIRLINE TRANSPORT","6500","280","100","100"
"19890414014859I","14-APR-89","WHITEFIELD","NH","MOUNT WASHINGTON RGNL","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-172","CE-172-N","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","1973F","0","0","LYC","O320H2AD","O320","1","PRIVATE PILOT","150","12","20","6"
"19890417019879I","17-APR-89","MANCHESTER","NH","MANCHESTER","INCIDENT","","FORCED/PRECAUTIONARY LANDING","SAAB","340","A","BUSINESS EXPRESS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","343BE","0","0","","","","2","AIRLINE TRANSPORT","9000","1248","220","220"
"19890419020419I","19-APR-89","MANCHESTER","NH","MANCHESTER","INCIDENT","","FCD/PREC LDG FROM CRUISE","BEECH","BE-60","BE-60-B60","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","4567M","0","0","","","","2","COMMERCIAL PILOT","1950","750","50","40"
"19890509024929I","09-MAY-89","MANCHESTER","NH","MANCHESTER","INCIDENT","","FCD/PREC LDG FROM CRUISE","GULSTM","GA-AA","GA-AA-5B","","PERSONAL","GENERAL OPERATING RULES","NONE","1520","0","0","LYC","O360A4K","O360","1","PRIVATE PILOT","650","40","15","15"
"19890522039859I","22-MAY-89","MANCHESTER","NH","","INCIDENT","","FCD/PREC LDG FROM CRUISE","BELL","BHT-206","BHT-206-B","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","3190T","0","0","ALLSN","250C20B","250C","1","COMMERCIAL PILOT","2300","140","65","50"
"19890524027549I","24-MAY-89","LEBANON","NH","LEBANON MUNI","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-402","CE-402-B","MAINE AVIATION AIRCRAFT CHARTER L L C","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","6375X","0","0","CONT","TSIO520EB","O520","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","4260","250","200","180"
"19890526038159I","26-MAY-89","MANCHESTER","NH","MANCHESTER","INCIDENT","","OTHER GROUND OPERATIONS","","","","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","NONE","NR776","0","0","","","","","","","","",""
"19890610032699I","10-JUN-89","ROCHESTER","NH","SKYHAVEN","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BEECH","BE-65","BE-65-B80","","OTHER","GENERAL OPERATING RULES","NONE","24162","0","0","LYC","IO720A1B","O720","2","COMMERCIAL PILOT","470","8","78","8"
"19890620037669I","20-JUN-89","CONCORD","NH","CONCORD MUNI","INCIDENT","MINOR","TO ABORTED (FIXED WING)","GULSTM","GA-1159","","PREMIER AVIATION INC","OTHER","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","880A","0","0","RROYCE","SPEY511*","SPEY","2","AIRLINE TRANSPORT","6949","482","4","4"
"19890706046929I","06-JUL-89","MANCHESTER","NH","MANCHESTER","INCIDENT","","NORMAL CRUISE","CESSNA","CE-414","CE-414-A","","BUSINESS","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","6820J","0","0","","","","2","COMMERCIAL PILOT","2200","600","50","50"
"19890708046139I","08-JUL-89","NASHUA","NH","BOIRE FIELD","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","GRTLKS","GRTLKS-2T1","GRTLKS-2T1-A2","","PERSONAL","GENERAL OPERATING RULES","NONE","3800F","0","0","","","","1","PRIVATE PILOT","1800","50","80","30"
"19890711046279I","11-JUL-89","MANCHESTER","NH","MANCHESTER","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-150","CE-150-M","","PERSONAL","GENERAL OPERATING RULES","NONE","45189","0","0","","","","1","STUDENT","","","",""
"19890712043729I","12-JUL-89","MANCHESTER","NH","MANCHESTER","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-177","CE-177-RG","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","52093","0","0","","","","1","PRIVATE PILOT","128","20","20","10"
"19890720042249I","20-JUL-89","LEBANON","NH","LEBANON MUNI","INCIDENT","","DESCENT","PIPER","PA-42","","","BUSINESS","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","183CC","0","0","PWA","PT6*","PT6","2","AIRLINE TRANSPORT","3100","2600","90","90"
"19890728041779I","28-JUL-89","LACONIA","NH","LACONIA MUNI","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","CESSNA","CE-402","CE-402-C","NORTHEAST EXPRESS REGIONAL AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","2643W","0","0","","","","2","AIRLINE TRANSPORT","3500","70","160","70"
"19890729025789I","29-JUL-89","GILFORD","NH","","INCIDENT","MINOR","POWER OFF VERTICAL LANDING/AUTOROTATE","ENSTRM","ENSTRM-F28","ENSTRM-F28-A","","PERSONAL","GENERAL OPERATING RULES","NONE","9092","0","0","LYC","HIO360C1A","O360","1","PRIVATE PILOT","100","32","30","30"
"19890730062889I","30-JUL-89","MANCHESTER","NH","MANCHESTER","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","LAKE","LA-4","","","PERSONAL","GENERAL OPERATING RULES","NONE","959DF","0","0","","","","1","PRIVATE PILOT","330","212","18","18"
"19890730066449I","30-JUL-89","MANCHESTER","NH","MANCHESTER","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","LAKE","LA-4","","","PERSONAL","GENERAL OPERATING RULES","NONE","9590D","0","0","","","","1","PRIVATE PILOT","330","212","18","18"
"19890819048129I","19-AUG-89","NASHUA","NH","BOIRE FIELD","INCIDENT","MINOR","FINAL APPROACH","FAIRCHILD","PT-19","","","PERSONAL","GENERAL OPERATING RULES","NONE","38992","0","0","","","","1","PRIVATE PILOT","500","50","20","20"
"19890827048599I","27-AUG-89","NASHUA","NH","BOIRE FIELD","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-210","CE-210-N","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","6481N","0","0","CONT","IO520*","O520","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","","","",""
"19890904052309I","04-SEP-89","NASHUA","NH","BOIRE FIELD","INCIDENT","SUBSTANTIAL","OTHER GROUND OPERATIONS","HAWKER","SEA HAWK","","","PERSONAL","GENERAL OPERATING RULES","NONE","5857X","0","0","","","","1","PRIVATE PILOT","250","","20",""
"19890909053639I","09-SEP-89","MANCHESTER","NH","MANCHESTER","INCIDENT","","INITIAL APPROACH-INSTRUMENT FLIGHT RULES","BEECH","BE-100","","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","18U","0","0","","","","2","COMMERCIAL PILOT","7880","210","22","20"
"19890909058509I","09-SEP-89","MANCHESTER","NH","MANCHESTER","INCIDENT","","ROLL-OUT (FIXED WING)","ATR","ATR 42","300","BAR HARBOR AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","23802","0","0","","","","2","AIRLINE TRANSPORT","","","",""
"19890919057789I","19-SEP-89","MANCHESTER","NH","MANCHESTER","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","PIPER","PA-28","PA-28-235","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","7904C","0","0","","","","1","PRIVATE PILOT","607","310","25","25"
"19891005062209I","05-OCT-89","MANCHESTER","NH","MANCHESTER","INCIDENT","","TOUCH AND GO LANDING","PIPER","PA-24","PA-24-260","","PERSONAL","GENERAL OPERATING RULES","NONE","9131P","0","0","","","","1","PRIVATE PILOT","2000","1500","30","30"
"19891006054119I","06-OCT-89","MANCHESTER","NH","MANCHESTER","INCIDENT","","FORCED/PRECAUTIONARY LANDING","CESSNA","CE-310","CE-310-TQ","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","69983","0","0","","","","2","AIRLINE TRANSPORT","26208","220","63","63"
"19891012060059I","12-OCT-89","NEW LONDON","NH","EAGLES NEST","INCIDENT","","FCD/PREC LDG FROM CRUISE","BEECH","BE-36","BE-36-A36","","PERSONAL","GENERAL OPERATING RULES","NONE","1178T","0","0","CONT","IO520BA","O520","1","COMMERCIAL PILOT","1350","150","30","30"
"19891022059659I","22-OCT-89","MANCHESTER","NH","MANCHESTER","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","MCDONNELL-DOUGLAS-BOEING","DC-9","31CF","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","976VJ","0","0","","","","2","AIRLINE TRANSPORT","","","",""
"19891027056299I","27-OCT-89","JAFFREY","NH","JAFFREY AIRPORT-SILVER RANCH","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-172","CE-172-L","","PERSONAL","GENERAL OPERATING RULES","NONE","4295Q","0","0","","","","1","PRIVATE PILOT","209","86","3","2"
"19891028057889I","28-OCT-89","NASHUA","NH","BOIRE FIELD","INCIDENT","","ROLL-OUT (FIXED WING)","PIPER","PA-23","","","PERSONAL","GENERAL OPERATING RULES","NONE","3119P","0","0","","","","2","AIRLINE TRANSPORT","4500","1800","100","90"
"19891104059439I","04-NOV-89","MANCHESTER","NH","MANCHESTER","INCIDENT","","FORCED/PRECAUTIONARY LANDING","GULSTM","GA-680","GA-680-FL","NEW ENGLAND AIR EXPRESS INC","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","1284U","0","0","LYC","IGSO540B1A","O540","2","AIRLINE TRANSPORT","21000","100","100","100"
"19891106059509I","06-NOV-89","MANCHESTER","NH","MANCHESTER","INCIDENT","","DESCENT","GULSTM","GA-680","GA-680-FL","NEW ENGLAND AIR EXPRESS INC","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","1284U","0","0","LYC","IGSO540B1A","O540","2","AIRLINE TRANSPORT","21000","100","100","100"
"19891108062379I","08-NOV-89","MANCHESTER","NH","MANCHESTER","INCIDENT","MINOR","DESCENT","PIPER","PA-28RT","PA-28RT-201T","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","8277K","0","0","CONT","IO360F","O360","1","COMMERCIAL PILOT","1500","800","75","15"
"19891112058519I","12-NOV-89","MANCHESTER","NH","MANCHESTER","INCIDENT","","FORCED/PRECAUTIONARY LANDING","CESSNA","CE-210","CE-210-L","","PERSONAL","GENERAL OPERATING RULES","NONE","1653X","0","0","CONT","IO520L","O520","1","PRIVATE PILOT","2700","1800","35","35"
"19891129059709I","29-NOV-89","NASHUA","NH","BOIRE FIELD","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","PIPER","PA-23","","","PERSONAL","GENERAL OPERATING RULES","NONE","3119P","0","0","","","","2","AIRLINE TRANSPORT","5000","1600","50","30"
"19891213061289I","13-DEC-89","LACONIA","NH","LACONIA MUNI","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-172","CE-172-F","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","8549U","0","0","CONT","O300D","O300","1","PRIVATE PILOT","200","60","60","20"
"19891220061449I","20-DEC-89","HAMPTON","NH","HAMPTON AIRFIELD","INCIDENT","MINOR","FORCED/PRECAUTIONARY LANDING","CESSNA","CE-140","","","PERSONAL","GENERAL OPERATING RULES","NONE","90018","0","0","CONT","C8512","C85","1","COMMERCIAL PILOT","1610","12","95","12"
"19900111008379I","11-JAN-90","NASHUA","NH","BOIRE FIELD","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-152","","","INSTRUCTION","GENERAL OPERATING RULES","NONE","5525L","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","600","200","75","60"
"19900116007299I","16-JAN-90","MANCHESTER","NH","MANCHESTER","INCIDENT","","CLIMB","MITSUBISHI","MU-2B","MU-2B-26","","EXECUTIVE","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","40KC","0","0","","","","2","COMMERCIAL PILOT","4500","1000","",""
"19900215006709I","15-FEB-90","WEST OSSIPEE","NH","","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-24","PA-24-260","","PERSONAL","GENERAL OPERATING RULES","NONE","9411P","0","0","","","","1","PRIVATE PILOT","7000","4000","58","58"
"19900225008299I","25-FEB-90","LEBANON","NH","LEBANON MUNI","INCIDENT","","FORCED/PRECAUTIONARY LANDING","FAIRCHILD-DORNIER","228","200","PRECISION VALLEY AVIATION INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","237RP","0","0","GARRTT","TPE331*","TPE331","2","AIRLINE TRANSPORT","4766","112","112","111"
"19900409021159I","09-APR-90","KEENE","NH","DILLANT-HOPKINS","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-150","CE-150-F","","PERSONAL","GENERAL OPERATING RULES","NONE","8658G","0","0","","","","1","STUDENT","60","60","10","10"
"19900425031629I","25-APR-90","CONCORD","NH","CONCORD MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-30","","","PERSONAL","GENERAL OPERATING RULES","NONE","7140Y","0","0","","","","2","PRIVATE PILOT","820","272","28","28"
"19900527028639I","27-MAY-90","FRANCONIA","NH","","INCIDENT","MINOR","UNAUTHORIZED LOW LEVEL OPERATIONS","WACO","WACO-UPF","WACO-UPF-7","","FOR HIRE","GENERAL OPERATING RULES","UNKNOWN","29923","0","0","","","","1","AIRLINE TRANSPORT","25000","400","225","15"
"19900622030969I","22-JUN-90","GILMANTON","NH","","INCIDENT","MINOR","FINAL APPROACH","ENSTRM","ENSTRM-F28","ENSTRM-F28-A","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","279Q","0","0","","","","1","PRIVATE PILOT","160","139","23","18"
"19900702032819I","02-JUL-90","CONCORD","NH","CONCORD MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-182","CE-182-R","","INSTRUCTION","GENERAL OPERATING RULES","UNKNOWN","6009C","0","0","","","","1","COMMERCIAL PILOT","1295","100","100","3"
"19900727042749I","27-JUL-90","LEBANON","NH","LEBANON MUNI","INCIDENT","","FCD/PREC LDG FROM CRUISE","FAIRCHILD-DORNIER","228","200","PRECISION VALLEY AVIATION INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","241RP","0","0","GARRTT","TPE331*","TPE331","2","AIRLINE TRANSPORT","3200","1060","250","250"
"19900816045309I","16-AUG-90","KEENE","NH","DILLANT-HOPKINS","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BEECH","BE-36","BE-36-A36","","PERSONAL","GENERAL OPERATING RULES","NONE","6659T","0","0","","","","1","PRIVATE PILOT","315","35","35","35"
"19900830047989I","30-AUG-90","KEENE","NH","DILLANT-HOPKINS","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","LUSCMB","LL-8","LL-8-A","","PERSONAL","GENERAL OPERATING RULES","NONE","1015K","0","0","","","","1","PRIVATE PILOT","150","20","9","4"
"19900924053789I","24-SEP-90","NASHUA","NH","BOIRE FIELD","INCIDENT","","NORMAL CRUISE","PIPER","PA-28","PA-28-161","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","81707","0","0","","","","1","PRIVATE PILOT","3200","110","25","25"
"19901007052889I","07-OCT-90","PLYMOUTH","NH","PLYMOUTH MUNI","INCIDENT","MINOR","FINAL APPROACH","BLANCA","BL-7","BL-7-ECA","","PERSONAL","GENERAL OPERATING RULES","NONE","5190X","0","1","","","","1","PRIVATE PILOT","404","3","12","3"
"19901014055209I","14-OCT-90","MANCHESTER","NH","MANCHESTER","INCIDENT","","FORCED/PRECAUTIONARY LANDING","CESSNA","CE-310","CE-310-R","","PERSONAL","GENERAL OPERATING RULES","NONE","1921G","0","0","CONT","IO520M","O520","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","2500","500","60","30"
"19901014055489I","14-OCT-90","MANCHESTER","NH","MANCHESTER","INCIDENT","","FCD/PREC LDG FROM CRUISE","FAIRCHILD-DORNIER","228","200","PRECISION VALLEY AVIATION INC","INSTRUCTION","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","242RP","0","0","","","","2","AIRLINE TRANSPORT","5000","3300","120","120"
"19901015054939I","15-OCT-90","LEBANON","NH","LEBANON MUNI","INCIDENT","","FCD/PREC LDG FROM CRUISE","RAYTHEON","1900","C-1","BUSINESS EXPRESS AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","812BE","0","0","PWA","PT6A65B","PT6","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","4150","1600","238","238"
"19901101057759I","01-NOV-90","HAVERHILL","NH","DEAN MEMORIAL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-16","","","PERSONAL","GENERAL OPERATING RULES","NONE","5284H","0","0","","","","1","PRIVATE PILOT","200","20","40","20"
"19901114065859I","14-NOV-90","ROCHESTER","NH","SKYHAVEN","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-208","","BANGOR BIZLINK","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","9481F","0","0","PWA","PT6A114","PT6","1","COMMERCIAL PILOT","1600","125","35","20"
